text,label
ukurannya lebih kecil dari 40 pada umumnya. sisanya ok.,positive
pelayanan ramah. fast respon. cuma packing nya kok mohon maaf kerdus nya lecek lecek gitu ya. kurang rapih. overall oke lah. trims,positive
Desainnya cantik ??. Potongannya rapi.,positive
Kualitas produk bagus ??. Desainnya cantik ??. Warnanya cantik ??.,positive
Ada karat sedikit di bagian resletingnya sama jaitan sedikit kurang rapih di bagian dlm. Tapi Overall bagus sih.,positive
"sesuai pesanan, cuma tempat kartu kurang lebar",positive
Potongannya rapi. Ukurannya sesuai. Warnanya cantik ??. Bahannya adem. Produk berkualitas. Produk sesuai dengan foto.,positive
mantab berkwalitasWarnanya cantik ??. Potongannya rapi. Ukurannya sesuai. Bahannya adem. Produk berkualitas. Produk sesuai dengan foto.,positive
Ukurannya sesuai. Bahannya adem. Produk sesuai dengan foto.,positive
"beli 2 beda warna, tp sama sis nya dikirim warna yg sama. udah terlanjur dipack sama sis nya, diganti ovo lho ke saya.. padahal sy terima 2 barang. tanggung jawab sekalii. celana sesuai deskripsi.",positive
"sudah terima packingnya rapi, bahannya lembut, enak dipake, kurir yg selalu ramah, mkshPotongannya rapi.",positive
ukurannya ada yg besar ada yg kecil tapi lumayan dengan harga segitu makasih ya??,positive
Ukurannya sesuai. Bahannya adem. Produk sesuai dengan foto. Warnanya cantik ??.,positive
Produk sesuai dengan foto.,positive
Kualitas produk bagus ??. Jahitan rapi. Potongannya rapi. Desainnya cantik ??.,positive
Kualitas produk bagus ??. Jahitan rapi. Desainnya cantik ??. cm kekurangannya kl isi banyak kartu jd sesak hehe,positive
terimakasih banyak kak.. pengiriman cepatt,positive
Desainnya cantik ??. Warnanya cantik ??. Kualitas produk bagus ??.,positive
"Barangnya udh sampe, suka banget sama dompetnya, bahannya jga bagus, semoga aweeettt , 90% bagus bgt. Kualitas produk bagus ??. Desainnya cantik ??. Warnanya cantik ??. Jahitan rapi. Bahannya lembut.",positive
Jahitan rapi. Potongannya rapi. Warnanya cantik ??.,positive
"barang sesuai gambar,paking rapih??",positive
Ukuran sesuai. Tidak menerawang. Bahan menyerap keringat. Jahitannya rapi. Warnanya bagus ??.,positive
adem bahannya,positive
Trimaksih daster sudah sampai. Dapat grtisan dari toped jdi gak perlu komplain aneh2 nmnya grtisan Yg datang emang gak sesuai sih sma gambar. bagus bahannya tebel trnyata gak nerawang. Ringan dipakai. Tidak menerawang. Ukuran sesuai. Warnanya bagus ??. Bahan menyerap keringat. Jahitannya rapi.,positive
asli bagus bgt,positive
BAGUS BANGETT MAKASII DPT HADIAH DR TOKPEDDDDDTidak menerawang. Ukuran sesuai. Ringan dipakai. Warnanya bagus ??. Bahan menyerap keringat. Jahitannya rapi.,positive
"paket cepat sampai, bagus, danrapih, trimakasih kakak.Warnanya bagus ??. Ukuran sesuai. Jahitannya rapi.",positive
"lumayan bagus bahan a , cpt jga proses pengiriman a",positive
"barang bagus, meskipun agak panas",positive
Bahan menyerap keringat. Ringan dipakai,positive
"semurah ini dan sebagus ini maaf ya telat baru ada kuota bajunya lagi dijemur,,,Ringan dipakai. Jahitannya rapi. Ukuran sesuai. Warnanya bagus ??. Bahan menyerap keringat. Tidak menerawang.",positive
bagus sangat cepat sampai..barang juga daster bali adem di pakainya ..barang sesuai keinginan ..terimakasih tokopedia,positive
"Sesuai foto, sampainya lebih cepat dari yg dijadwalkan",positive
Ringan dipakai. Jahitannya rapi. Warnanya bagus ??.,positive
Jahitannya rapi. Warnanya bagus ??.,positive
sesuai order,positive
bahan nya bagus banget,positive
"Pengiriman cepat, packaging rapi, produk sesuai pesanan, kualitas produk sesuai harga",positive
enakkk dipakenyaa.. bahannya bagus... Bahannya adem. Modelnya kekinian ??. Tidak menerawang. Warnanya cantik ??. Jahitannya rapi. Enak dipakai ?.,positive
Bahannya adem. Enak dipakai ?. Modelnya kekinian ??. Jahitannya rapi. Bahan menyerap keringat. Tidak menerawang.,positive
"Bahannya adem, stretch, worth to buy utk harga segini, yg hitam lebih bagus dibanding yg putih",positive
kaosnya enak di pakainya,positive
"ukuran sesuai, cuma agak tipis mgkn krn warna putih, sesuai lah utk hrg segitu, tq selller",positive
cepet pengiriman nya....bahannya lumayan tebel.. mudah2an nyerap keringet,positive
Kualitas bahan bagus ?? Nyaman dipakai ? Tidak menerawang,positive
Nyaman dipakai ?. Kualitas bahan bagus ??. Bahannya adem.,positive
Kualitas bahan bagus ??. Nyaman dipakai ?. Jahitannya rapi. Warnanya cantik ??. Ukuran sesuai. Bahannya lembut. Model Celananya cantik ??.,positive
Kualitas bahan bagus ??. Nyaman dipakai ?. Jahitannya rapi. Ukuran sesuai. Warnanya cantik ??. Bahannya lembut. Bahannya adem. Tidak menerawang. Bahan menyerap keringat.,positive
paket telah sampai....sesuai hargalah,positive
Warnanya agak kurang sesuai gambar tapi overall bagus.,positive
"bahan adem tapi tipis sekali, terawang klo dipakai. sesuai dg harga lah... Bahannya adem.",positive
"Jahitannya rapi. Warnanya cantik ??. Ukuran sesuai. ..semoga tetep amanah...sukses selalu,mksh",positive
"Bagus, sesuai gambar..mantapp",positive
Jahitannya rapi. Ukuran sesuai. Modelnya cantik ??. Warnanya cantik ??. Nyaman dipakai ?. Bahannya adem.,positive
Jahitannya rapi. Warnanya cantik ??. Bahannya lembut. Ukuran sesuai. Nyaman dipakai ?. Modelnya cantik ??. Bahannya adem.,positive
"real pict, pengiriman cepat, pengemasan rapi . worth it lah hrga segitu. pasti next order",positive
Barang Bagus.. kiriman cepat,positive
"barang sesuai harga,lumayan bagus",positive
barang bagus,positive
barang sesuai harga,positive
"kualitas sesuai harga, respon seller ok, tks",positive
"Barang sudah diterima sesuai deskripsi, repon cepat, paking bagus, terima kasih",positive
"packing rapi, respon cepatt.",positive
Barang sesuai deskripsi,positive
mantap bgt,positive
"harga, kualitas, barang sesuai... terima kasih seller, sukses tokopedia...",positive
murah...cepat...sesuai...,positive
barangnya cepat sampai terimakasih,positive
"Order 2pcs, sempat khawatir krn pas sampai sudut packing bubble wrap agak robek, sptnya sempat terbanting, kotaknya jg penyok2, tp Alhamdulillah warna biru berfungsi dgn baik, walaupun tutup bagian bwhnya sempat agak lepas, warna hitam hidup mati, suara jg kurang nyaring, stlh di charge sempat sesekali hidup mati, Alhamdulillah suara agak gedean walaupun tdk senyaring warna biru, overall lumayan bagus sesuai harga, terimakasih",positive
barang sesuai pesanan,positive
lansung coba..Positive bos,positive
udah dateng... proses cepet... thankyouu...,positive
barang sesuai gambar sipp,positive
Barang berfungsi dengan baik. Recommended Seller ??,positive
barang sesuai...,positive
"thanks barang udh sampe cepet bgd tp maaf blm coba barangnya dan blm sempat foto,,kurir juga oke, thanks gan moga bermanfaat",positive
"Barang bagus dan cepat sekali sampainya ke cianjur, hanya 2 hari.Best seller",positive
mantap pengiriman luarbiasa cepat...barang oke,positive
"Barang cepat datang, respon penjual bagus dan semoga bisa",positive
Berfungsi dengan baik,positive
"paking rapih, kondisi barang datang mantap. kualitas sesuai harga.. joss",positive
"fast respond, packingnya bagus rapih, barang yg dikirim sesuai pesanan, terima kasih",positive
bagus simple cuma menurut saya kurang keras suaranya... tapi bagus ??,positive
"Pengiriman cepat, packing rapih dan aman. Kualitas suara standar sebanding dengan harga",positive
Bagus mantab jernih,positive
Barang bagus banget asli dengan harga sgni dpt quality wireless microphone kek gni the best,positive
produk mantap packingnya bagus,positive
Pesanan sdh diterima dlm keadaan baik dan cpt sampainya. Dpt bonus stik.Terima kasih seller dan kurir,positive
Produk sudah diterima dan dicek sesuai dengan deskripsi dan gambar. Produk sudah dites / dicoba dan dapat berfungsi baik.,positive
Pengiriman Barang cepat dan sesuai spec barang,positive
"barang sesuai keinginan, thx toko pedia.",positive
"barang sudah sampai, nanti di update bintang, mau cek kondisi barang dulu",positive
"lumayan lah, buat pemanasan",positive
"barang sesuai, thank you",positive
"Bagus barangnya, cocok untuk latihan sticking ... ini untuk anak saya",positive
"bagus, barang sampai cepat",positive
Trima kasih szsdrum barang sdh sampai.Sukses terus szsdrum. ??????,positive
Mantap barangnya,positive
"Pantulan bagus, lumayan lah",positive
"barang sudah di terima, cuman ini ada bagian yang ngelupas di kayunya, tp ok lah, terima kasih.",positive
safety packaging..terima kasih banyak.. semoga awet..top seller..,positive
Barang bagus packing rapih mantap. Biar bintang yang berbicara,positive
Saya puas barangnya bagus sampai saat tidak ada masalah,positive
Produknya bagus dan berfungsi dengan baik,positive
"Positive product, sesuai deskripsi",positive
"Barang sudah di trima dgn baik dan rapi, suara nya oke... Thanks",positive
barangnya ga dikirim sampai hari ini,negative
"Tidak sesuai ekspektasi, suara mic tetap kecil ga ada perubahan",negative
MENGECEWAKAN belanja disini. barang tidak sampai..ganti2kurir gak jelas.PENJUAL GAK KOPERATIF..,negative
penjual adalah calo. jual barang orang lain..di chat gak jelas.. hati2lah,negative
"Ngga cocok sama HP Realme 5 Pro. Ngga konek, manual pake bahasa china sulit dipahami",negative
GK NYALAH PARAH,negative
"deskripsi produk tdk jelas, usb tdk cocok di hp samsung",negative
"Pas pertama datang barang nggak berfungsi. Coba2 lagi akhirnya sempat berfungsi. Suara keterima dgn baik. Transaksi langsung saya klik selesai. Tapi besoknya ternyata error lagi sampai sekarang. Sebetulnya di sisi penjual nggak ada masalah, pertanyaan dijawab dgn baik. Cuma produk error setlh transaksi diklik selesai. Nggak yakin juga bakal bisa diretur. Kepaksa ulasan diedit jadi bintang 1. Jadi balik lagi deh pake yg model kabel.",negative
kurang komunikatif,negative
"Barang nya sdh di coba, tapi tdk bisa berpungsi dgn baik, nggak bisa conek dgn iphone sy.",negative
Baru dipake 6x charger indikator udh ga nyala. Udh ga bisa dipake. Gimana ini? Sampe Sekarang belum ada tindakan nyata pengurusan garansi 28/10,negative
Barang rusak di jual emang ngehek,negative
"produk ada goresan, ga rapi dan ada kotoran di pinggirannya. kiriman cepat smpe.",negative
"barangnya bgus cman saya kurang puas dgn pakingya, gak rapi sama sekali,. sticknyapun cpot, . . tolong perbaiki lagi byar tokonya laris, .",negative
"kurang suka, bau karetnya sangat menyengat",negative
"Barang sampainya lama sekali, respon penjual lambat, mengecewakan.",negative
Qualitas jelek sekali. Bau seperti cat. Pad ya bergelombang,negative
"Pengirimannya sih cepat, tapi barangnya bruntusan gitu. Teman saya juga beli drum pad bahan karet dari malang tapi alus kok, ini yg saya beli malah bruntusan begitu. Ekspetasi saya tadinya bagus malah dapatnya yg jelekkan. Tdk sesuai foto yg di pajang oleh penjual.",negative
Barang tidak sesuai dengan yg di iklankan seperti nya bekas,negative
Barang tidak sesuai gambar yang ditawarkan,negative
banyak yang tergores seperti bekas.habis itu bagian bawah kayunya patah!!!,negative
Maap agak kecewa krn yg saya terima beda sama gambar. Bagian alas tdk bevel spt gambar.,negative
kata teman yg terjun di dunia musik barangnya kurang memuaskan. mohon diperbaiki lagi produknya. thx,negative
kondisi drum pad nggak rapih masih banyak lem belepotan,negative
"file CD kosong, tidak rekomendasi",negative
Respon sangat lama sekali No recomended,negative
Barang tidak sesuai dengan warna. Saya mesan hitam di kasih warna brown. Pengiriman lama. Tp barang bagus,negative
SANGAT TIDAK RECOMMENDED!!!,negative
pianika awalnya 1 tuts nada ga bunyi.. lalu suaranya kecil dan hilang...di chat no respon padahal lagi online ...,negative
LAMA,negative
"Pesan warna biru,dikirim warna pink.Padahal buat anak cowok,packing lelet sampai 24 jam,kecewa",negative
"Seller kurang komunikatif, saya pesan warna biru, tapi dikirim warna pink. dan tanpa pemberitahuan sebelumnya. Karena saya beli untuk kado, jadi tidak utk digunakan sendiri. Mohon kedepannya diperbaiki.",negative
selangnya robek. tasnya jg robel di sudut,negative
Barang yang diterima dalam kondisi yang tidak diinginkan.Pecah di salah satu tuts nya.,negative
Gk di kirim.. Uang gojek hilang dehhh,negative
"customer servis=0. pesan same day delivery, baru nyampe besoknya itu pun malam. ketika di komplen, cuci tangan ga mau tau. really Negative. ga akan beli barang lagi di tokopedia.",negative
"barang 1 minggu baru nyampe,,, itu pun saya harus 2x ke JNE Pedati urusin baru barang sampai..... evaluasi bos! biar nggk gini lagi. cape, ribet urusinnya,,,,nggk dpt apa2",negative
Saat di charger kenapa gak bisa hidup. Tolong beri Solusi. Saya tidak bisa pake,negative
"kecewa, suara rekaman kecil sekali",negative
sayang sekali mau tukar kerana ada yg tak fungsi tapi mahal di ongkir,negative
build quality kurang ok,negative
"Kualitas Jelek,,,Suara Mic Udah Max Suara Kecil ,,,",negative
"kecewa sama barangnya, suara yang di keluarin ga bisa gede, padahal udah paling maksimal",negative
barang tidak bisa di atur echo. sudah di putar tpi tetep tidak ada effect. tombol joga tidak bisa di pencet. pokoknya mengecewakan.,negative
produk tiruan cacad .gx bisa ricord .untuk pembeli lain sebaiknya jangan beli produk ini kalo tidak ingin rugi. lebih baik beli merk taffware atau taffstudio yang sudah lama produksi v8. casing boleh sama tp kualitas jauh sekali. dri pada buang buang duit . clip on aja bisa ricord suara ini suondcard gx bisa . product sangat gx jelas,negative
NOISE BANGET SURANYAA GABISA DIPAKE,negative
lubang microfonnya error :(. bunyi nging terus jadi gabisa dipakai,negative
tidak untuk rekomended suara ancur nois nya kacau nyesel kualitas ga bagus. ga kepake,negative
"ga bisa di pakai,,,",negative
"sesuai dengan harga. kualitas sangat buruk. pas saya colok ke komputer saya terus colokin headphone jack ke port headphone jack di usb nya saya punya headset nyala yang kanan doang, headset saya pas dicolokin di hedphone jack biasa dua dua nya nyala. kualitas mic juga sangat buruk. bener bener jangan beli. beli vention sound card aja kualitas lebih bagus tapi lebih mahal sedikit. apalagi tidak sesuai dengan foto keliatan lebih murah. aduh saya ilang 20 ribuan untuk ini. ??",negative
beli 2 baru 2 hari pake stik yg 1nya malah eror suka mencet sendiri kecewa dah,negative
"tiba tiba patah, dasar baut patah, ane lem aja, moga masih bisa terpakai... mo di balikin rugi di ongkir, terima nasib aja",negative
"Barang yang sampai cacat, tidak ngisi baterai stick nya",negative
"bisa hidup, tapi ga bisa ngecharge, di biarkan seharian batetai tidak terisi, berharap banyak sama alat ini, supaya stick nya anak anak bisa terpakai 2-2 nya",negative
"Charging awal dkrim tp indikator ga nyala, dgnti charging baru, tp seluruh ongkir dibebankan k konsumen...",negative
"respon baik, packing baik, tapi perlu para pembeli tahu kalau barang ini ada masalah, harus kirim ke Medan. Pas ada masalah, waduh ngotot nya minta ampun. coba pikir pakai logika, mana ada firmware update no 0.0.0.0 dan setelah update, bisa hilang dan update lagi. Herannya kaga percaya sama costumer yang beli barang dan bayar ongkir ke medan. akhirnya barang tetap tidak di perbaiki atau di tukar, alasannya di periksa di sana tidak ada masalah. Ya silahkan saja buat yang mau belanja. Tapi tolong teliti.",negative
"ternyata stick ga dikirim pake dus nya, kyk beli barang bekas. ga sesuai deskripsi.",negative
"Beli dua, yang satu jelek eror sama analog g bisa balik lagi, kecewa saya",negative
"Tulisannya 64gb tapi isinya cuma 8gb,,, disuruh di cek... kagak di cek,, cape dweh..",negative
"memorynya sdh ke buka wktu sya trima. tdk ada segelan, kondisi sdh agak busam. aku coba sdh 3 kali blm bisa dipakai",negative
"Seller lumayan responsif, kualitas brg sesuai harga, so so lah. Dicek di browser ps2 nya kebaca 64 mb, tp kalo udah dipake save di game cuman kebaca 8 mb. Ga semua game bisa ngebaca mc nya, sayangnya game game yg top yg ga mau ngebaca mc nya kaya god of war.",negative
"Mau order warna hitam kosong (deskripsi produk ada), minta di cancel, tetep hajar dr penjual. Packing rapi tapi experience buruk",negative
Tidak pas. Terlalu longgar membuat Nintendo Switch teroyak - oyak di dalam pouch,negative
"Audio keluar gambar tidak, settingan di ps juga sudah di ganti bukan rgb lagi tetap tidak keluar gambarnya.",negative
Maaf barang berfungsi..tapi sayang kalo d pake d tv beresolusi fhd gambar tetep pecah�,negative
pembelian ke 2...besok2 packingnya tolong di benahi...cuma bubble doang lakban seadanya...bolong sebelah,negative
Memorynya g bisa diread sama pspnya padahal udah diganti sama memory lain,negative
"tidak sesuai foto, tdk ada tulisan photofast. bahan tipis ringkih.",negative
"Barang yang diterima cacat pada analog, untuk komplain tetap dilayani tetapi dari saya sendiri tidak kirim kesana karena ribet dalam ongkir dan pengiriman nya. lain kali tdk apa apa di buka segelnya untuk di cek analognya, sehingga tidak perlu masalah complain dan kirim balik sana lagi, Terima kasih",negative
Gabisa dimainin di ios versi 13.4 dan keatasnya! Maksimum ios versi 13.3 selain itu gabisa dipake!!!,negative
"dapet barang gak bagus. analog kiri gabisa buat jalan ke serong kanan atau kiri. mau retur ribet + seller slow respon. alhasil cuma jadi pajangan aja nih stick. EDIT, SETELAH SEMINGGU ANALOG GABISA JALAN SAMA SEKALII,, PENJUAL SAMA SEKALI GA RESPONN.. nyesel",negative
"setelah 3 hari pakai, gamepad bagian kanannya mati ketika direnggangkan, kecewa seller berbelit-belit.",negative
"buat EMULATOR delay parah, sama deadzone di dua analog di emu ppsspp dan beberapa emu yg saya coba. intinya gak rekomen buat yg main emulator.",negative
"Respone sellernya sangat cepat..Tapi....ga bisa dipasang di hp saya, dideskripsi 7 inch bisa eh ternyata pas dateng di pasang di hp samsung a70 ga muat, dan pas baca dalemnya maks ktnya 6,2 inch. Sama buat maen CoD rada ngadat, pas maen ML lancar jaya.... Padahal pengen maen CoD nya :)",negative
Baru pake 2 hari dah ga bisa on pdhal sdh di charge penuh baterenya. Kecewa x.... Not recommended seller barang refurbish kualitas jelek,negative
Kenapa tombol kananny gerak sendiri? Gk bisa balik ke kiri. Seperti lengket gitu. Mau ngirim videony tpi gk bisa,negative
"Untuk respon penjual bagus, tapi kondisi barang biasa aja bahkan agak rusak bagian tombol dan kadang mati sendiri saat menjalankan game",negative
"baru pakai beberapa minggu saja, kabel usb nya udah nga bisa nge charge. dan yg pasti kabel nya harus khusus beli di tempat dia. bagi kalian yg mau beli, mikir2 dulu de..mending beli stick yg lain.. tanya sama admin nya, solusi harus beli dan harganya seratus ribu. quality cemen kek gini di kasih harga segitu.. mikir donk..",negative
"beli dua rencana nya buat jaga jaga kalo salah satu nya rusak, eh bener aja dua dua nya gak mau nyolok stik ps dengan sempurna ke converter nya, mau retur produk udah kadung males, untuk penjual sebelum kirim barang tolong dong di QC lebih maksimal lagi",negative
"untuk kalian yang beli buat windows 10 saya saranin jangan, karena saya coba di windows 10 mencet mencet sendiri terus padahal stik ps2 saya masih baru, dan di coba di ps2 baik baik saja",negative
"pengiriman cepat, berfungsi tapi harus dikaretin klo ngga longgar jadi ngga bisa di pake",negative
"Pelayanan seller Positive, sayang converternya ga bisa dipake alias error, beli 2 error 2 2 nya ??",negative
Barangnya tidak seperti barang baru dan tanpa kemasan pabrik.,negative
"console sebelah kanan analoq ya drift sendiri lecet juga, ng recommend deh.. kapok",negative
"Tidak diinfo dent dent ny. tidak memberikan kejelasan msalah battery. Cukup kecewa tpi mesin jalan dengan baik. Batt capacity tidak 100% .Beset kanan bawah, pesok bag monitor atas dan bawah.",negative
Barang cacad. Banyak dent. Kabel usb & adapter gk jalan.,negative
"Tolong gan, ps3 nya ga mw tampilkab gambar di tv pakai hdmi...lampu power yg merah kedap kedip trus",negative
Sangat buruk menanggapi respon pembeli n katanya ada garansi tapi ada kerusakan malah tidak direspon ??,negative
"Awalnya bintang 5, setelah beberapa bulan pakai. Ternyata ada part yang hilang seperti baut",negative
Gan... kok ps nya baru kok udah mati2 sendiri tiba- tiba. Tombol hijaunya tiba-tiba merah trus mati,negative
Barang Sampah.. Kecewa belanja disini.. Modbo rusak kok dikirim,negative
"tombol RT tidak berfungsi, mau retur ongkir bolak balik setengah harga stick nya, kecewa aja gk di test dulu sebelum pengiriman.",negative
Produk telah sampai. Tapi pas sampe malah ada yg cacat di bagian analog kanan ada yg pecah,negative
"hati yang belanja disini, suka kirim.barang sembarangan baru lama lagi buat returnya , toko tidak niat kek gitu, mau nipu , tanpa video unboxing pasti ngk bs retur jadi ingat selalu video di toko ini, penipuan tokonya",negative
Seller tidak ramah sedikitpun. saya mau batal dulu baru nambah pesanan biar hemat ongkir seller tidak mau menerima pengajuan pembatalan saya. Katanya harus check out ulang lg dgn dana lbh besar. Di deskripsi produk jg ga ada aturan ini. Ya ga mau lah nanti dikirim dua2nya sama seller rese macam gini rugi dobel nanti. Tokped juga tidak bisa membantu sedikitpun cuman suruh diskusiin aja terus sama penjual keras kepala macam ini. Very not recommended. Kapok!,negative
benar benar mengecewakan. pelayanan lambat sekali,negative
tolong di cek dulu sebelum kirim..power yg satu keluar asap..untung ganti kapasitor sendiri bisa..,negative
"Beli 3 pcs, 2 pcs tidak berfungsi, barang disegel service dan pernah bongkaran, komplain dipusat resolusi tidak dtanggapi...",negative
"Gamepad sampai dengan packing std, gamepad satu normal namun yang satunya L2 dan R2 hilang entah kemana sudah di cek memang tidak ada apakah kesalahan pembuatan di pabrik atau memang produk gagal, semoga untuk ditingkatkan ketilitian dalam pengiriman sebelum sampai ke tangan konsumen, jadi stik atau gamepadnya terpaksa main pakai L2 dan R2 cabutan dari stik lain yang beda merek dan warnanya hitam, padahal gamepad normal sayangnya tombol R2 dan L2 missing/hilang, semoga gamepadnya awet. makasih y",negative
"Brg dtg dengan kondisi stick nya ga ok, kenapa penjual ga d periksa dl yak.. trus minta tukar tp ga mao tanggung bersama ongkir nya (50:50 donk).. emg penjual ga mao rugi... ya mao ga mao byr uang xtra utk ongkir sana sini tukar stick. smoga kedepannya bs lbh baik",negative
"batery remote stick cepet habis, signal remote juga kadang ada kadang tidak ada,,,, apa ada ide agar awet dan signal stabil,?",negative
"lumayan, biar pelayanan ala kadarnya. tapi di saat main kadang layar loss signal dari Wii console nya. trus kenapa harus beli hardisk yang begitu besar kalau isi 500game cuma 60gb",negative
beli 5 pd gosong semua.??baru apa bekas nih? biasanya beli ga gini. untung asuransi 90 hari.,negative
Semua tombol x tidak berfungsi sama sekali jadi mubazir sekali,negative
"Ulasan hanya untuk product saja bukan untuk toko ya karena respon toko cukup baik. Produk ini kekurangannya adalah battery yg tidak bagus. Pengiriman pertama battery tidak dapat charging sy return, datang product pengganti sempat sy pakai 2 harian setelah itu battery keok dan gk mau charge. gk bisa dipakai lagi. entah produk yg dikirim kesaya kebetulan yg cacat atau memang product gamesir T4 tidka bagus",negative
"baru di pakai dgn pemakaian priNegativei, standar 1 jam perhari, 3 hari sudah rusak...mengecewakan mutu barangnya. saya beli 2, tinggal sisa satu lagi utk membuktikan kwalitas stik ini brp hari tahan.?",negative
"sayang banget analog kanan sama tombol arah ngga berfungsi,alangkah baiknya di tes dulu sebelum kirim",negative
"barang tidak sesuai , tidak transfaran dan tidak menyala",negative
Niat mau main di televisi tapi sama sekali gak bs tampil di tv... mau return kondisi bgini susah kemana2.. jadi yasudahlah..,negative
"sayang banget analog kanan sama tombol arah ngga berfungsi,alangkah baiknya di tes dulu sebelum kirim",negative
"baru di pakai dgn pemakaian priNegativei, standar 1 jam perhari, 3 hari sudah rusak...mengecewakan mutu barangnya. saya beli 2, tinggal sisa satu lagi utk membuktikan kwalitas stik ini brp hari tahan.?",negative
"beli 2, 1 tidak bisa. Wong rusak bilangnya sudah dicek tapi kok ga bisa ya",negative
saya kasih bintang 2 dulu soalnya analog atau yang bulet Kanannya itu longgar dan agak ke atas,negative
produk masih di pakek sehari lo bayangin udah rusak analog nya wkwk asem tenan wkwk,negative
"saya beli 2, mohon maaf sebelumnya, sudah saya minta tolong untuk mencoba tes fisik dulu sebelum kirim. tdk tahu d coba atau belum, tp sepertinya tdk d coba. alhasil ada 1 yang cacat. ujung2nya pembeli harus return. itu hal yang merepotkan pembeli. maaf saya beri 2B",negative
"Masak barangnya yang di kirim rusak. Gak bisa di gunakan. Dan orangnya gak ngerespon chat saya,dan saya minta ganti gak mau yaudah deh biar Tuhan yang iklaskan",negative
"kasi 3 bintang ya, yg sebelah kanan gak terlalu berfungsi dengan baik. lain kali di cek dengan baik.",negative
"yg sebelah kiri triggernya ga sensitif, jadi cuma kepake sebelah doang",negative
Jika saya pake satu berfungsi dengan baik tapi jika pakai dua duamya sering kepencet sendiri,negative
paketany ru nyampe lgsung di cek salah satu stik na analog na rusak...diorder yg ke-2x na...tolong jk order lg tolong dicek kondisi stiknya sblum dikirim...terimakasih,negative
sedih liat analog kirinya . akan lebih baik apabila di kirim kaya analog kanan,negative
barang tidak berfungsi sama sekali...seperti membeli barang rusak,negative
"Mohon maaf, produknya tidak bisa dipakai. Sudah install sesuai dengan petunjuk, tp ga bisa juga. Insya Allah Ikhlas",negative
salah satu stik tidak berfungsi. coba chat penjual tidak direspon.,negative
Barang hanya dpt berfungsi beberapa hari terus mati tdk dpt signal.. dan ketika brg diretur... ternyata sama aja...mati lagi tdk da signal,negative
nyala tapi item putih. dari customer service cuman bilang diotak atik lagi kak padahal uda sejam putar2 kabelnya dicolokan tvnya. could have been a better service.,negative
"Review jujur ya, Port untuk kontroler player 1 nya nggak berfungsi, sudah coba tanya ke seller but No respon. Sudah coba Reset colok cabut dan pindah2in kontroler tp tetap nggak berfungsi. Thanks",negative
"Paking barangnya kurang bagus,nyampe barang,adaptor didalam udah pecah.sampe sekarang belum bisa dicoba.",negative
"colokan adaptor mengalami kerusakan, respon seller butuh berhari2, diajak diskusi untuk cara memperbaiki sendiri tidak dibalas, akhirnya repair sendiri",negative
"Mohon maaf saya kasih bintang 3 karena ada beberapa kendala : 1. Tidak disertakan batery di nunchaku sedikitpun ataupun intruksi menggunakan batery jenis apa. 2. Mohon dibuat panduan ringkas ketika di menu awal untuk mulai permainan harus kemana dan nantinya tampilan seperti apa karena dengan tidak ada Panduanya seringkali hang,USB tidak terbaca bahkan gambar semut yang solusinya USB tersebut dilepas dan dipasang kembali baru bisa. 3. Untuk sensor saya mendapat sedikit retak untuk kedepanya mohon bisa di infokan bila ada minus",negative
1 nunchuck nya ga berfungsi..mohon diperhatikan kembli barang yg dikirimkan..agar pelanggan tdk kecewa,negative
saya minat membeli disini karena ada konfirm game ultraman evolution dengan jawaban ada donk. setelah barang sampai ternyata tidak ada.. sungguh mengecewakan. terima kasih. hati hati kalo konfirmasi kelengkapan barang.. tidak semua pembeli fokus ke ps2 nya.. perhatikan permintaan game nya..,negative
"saat di unboxing barang terlihat bagus tpi pas baru di cek dengan seksama sticknya hancur dan bautnya hilang padahal packingan menggunakan kayu dan tidak ada penyok + PS baru di coba banyak game yg tidak mau serta dalam waktu 5 mnt PS langsung mati sendiri saat saya coba cek masalahnya ternyata kipas PS tidak menyala, saat saya tanya ke penjual ternyata PS hanya di cek sekedarnya saja dan setelah saya komplain saya disuruh mengembalikan ksana untuk di cek dan ongkir PP saya tanggung sendiri, sangat miris saya sangat percaya dengan toko meskipun ada ulasan yg buruk tpi saya tetap percaya dan tenyata barang yg datang sangat tdk memuaskan",negative
"Banyak sekali game yang nge hang dan game yang sama tapi direname munkin biar banyak aja gamenya padahal ada 3 game yang sama, Stick nya ada yang error ketika game yang ada effect vibrationnya, harusnya dicoba dulu sebelum pengiriman",negative
ps nya ga awet...Belom ada 2 bulan udah rusak padahal pemakaian biasa aja malah jarang di pake tau2 rusak sendiri,negative
game tdk terlalu sesuai dgn request sya dan gamenya terlalu sedikit dan ya ini msih ditest smua dan game yg brsmlh bru downhill dan slnjtnya akan di cek lgi jdi menurut sya kepuasan pelanggan itu hrus di no 1 kan ya :),negative
"beli 2 dateng nya malah 1, pas di buka udah exited banget jadi Negativemood tenyata cuman 1",negative
"Koneksi perangkat susah, kalaupun konek seringkali putus, buku petunjuk minim info. Pdhal beli pilihan yg paling mahal. Apa saya saja yg terima barang spt ini?",negative
Barang diterima dengan baik. Tapi sayang baterenya uda soak,negative
"sering disconnect, kadang tidak berfungsi autocatch",negative
